mem_no,mem_sex,acpt_yn,mem_mbti_code,ptr_mem_no,ptr_mem_sex,ptr_acpt_yn,ptr_mbti_code,open_slct,want_slct,read_yn,ins_date
1412199,m,y,INTP,1622215,f,n,ISFP,f,c,y,2021-09-28 22:07:57
1564456,m,y,ESTP,1584798,f,y,ENTP,f,s,y,2021-09-08 15:47:50
1649067,m,y,ISFJ,1669930,f,n,ENFP,f,c,y,2021-09-28 16:21:39
1595473,m,y,ENTJ,1669930,f,n,ENFP,f,s,y,2021-09-28 08:34:03
1595473,m,y,ENTJ,1671529,f,n,INFP,f,c,n,2021-09-30 00:53:45
1595898,m,y,ISFP,1668745,f,n,INTJ,f,c,y,2021-09-27 22:01:44
971651,m,y,INFP,1438742,f,n,ISFP,f,s,y,2021-09-11 03:26:20
971651,m,y,INFP,1586840,f,n,INFP,f,s,y,2021-09-11 03:51:24
971651,m,y,INFP,1391022,f,n,ENFJ,f,s,y,2021-09-10 02:56:01
971651,m,y,INFP,1169713,f,n,ESTP,f,s,n,2021-09-11 05:00:38
971651,m,y,INFP,1301162,f,n,INTJ,f,s,y,2021-09-10 02:39:48
1124190,f,y,ENFP,634943,m,n,INFP,f,s,y,2021-09-22 09:42:36
444479,m,y,INFJ,962365,f,n,ENFP,f,c,y,2021-09-29 08:33:50
1643953,m,y,ESFJ,962365,f,n,ENFP,f,s,y,2021-09-28 17:46:02
1643953,m,y,ESFJ,1659246,f,n,INFJ,f,s,y,2021-09-17 20:49:46
1643953,m,y,ESFJ,1656865,f,n,ISTJ,f,s,y,2021-09-18 17:02:28
1445628,m,y,INFP,1642914,f,n,ESTP,f,c,y,2021-09-23 10:19:01
1426711,m,y,INTP,1457918,f,n,INFP,f,c,y,2021-09-27 11:46:06
1243227,m,y,ENFJ,890436,f,n,ENTP,f,s,y,2021-09-01 12:22:10
1243227,m,y,ENFJ,1558462,f,n,INFJ,f,s,y,2021-09-01 12:24:58
1643024,m,y,INFJ,1378466,f,n,INFP,f,s,y,2021-08-31 16:45:40
1643024,m,y,INFJ,1656185,f,n,ESFP,f,s,y,2021-09-14 00:53:37
1657745,m,y,ISTP,1638697,f,n,INFP,f,s,y,2021-09-17 15:51:24
1587156,m,y,ENFP,1638697,f,n,INFP,f,s,y,2021-09-15 18:35:28
1094006,m,y,ESTJ,1638697,f,n,INFP,f,c,y,2021-09-29 12:33:48
1539996,m,y,ISFP,1638697,f,n,INFP,f,c,y,2021-09-26 08:19:12
965609,m,y,ISFJ,1638697,f,n,INFP,f,c,y,2021-09-26 19:57:48
1666450,m,y,ENFJ,1638697,f,n,INFP,f,c,y,2021-09-24 12:37:41
1357723,m,y,ENFP,1234267,f,n,ISFP,f,s,y,2021-09-04 12:44:04
1357723,m,y,ENFP,990947,f,n,ESFP,f,s,y,2021-09-04 12:17:31
1357723,m,y,ENFP,1651412,f,n,ENTP,f,s,y,2021-09-05 01:48:50
1357723,m,y,ENFP,1648764,f,n,ENFJ,f,s,y,2021-09-04 12:26:58
1393878,m,y,ESTJ,1453186,f,n,ISTP,f,c,y,2021-09-25 16:30:24
1483556,m,y,ISFP,1659846,f,n,INTJ,f,s,y,2021-09-16 07:33:55
933397,f,y,INFP,1287407,m,n,INFP,f,s,y,2021-09-05 22:14:22
933397,f,y,INFP,1661174,m,y,INFP,i,s,y,2021-09-17 18:35:57
1308886,m,y,ENFP,1647862,f,n,ESTP,f,s,y,2021-08-31 12:16:18
1410327,m,y,ISTP,1647862,f,n,ESTP,f,s,y,2021-09-09 20:53:19
1584537,f,y,ISFP,1040329,m,n,INFP,f,s,y,2021-09-26 20:56:04
1343874,m,y,ENFJ,1590482,f,n,ENFP,f,s,y,2021-09-25 17:53:09
1658167,m,y,INFP,1585773,f,n,ESTJ,f,c,y,2021-09-26 14:09:47
1671468,m,y,INFJ,1229666,f,n,INFP,f,c,n,2021-09-30 00:43:22
1538798,m,y,ESTP,1229666,f,n,INFP,f,c,y,2021-09-29 19:24:59
1538798,m,y,ESTP,1636059,f,n,ENFP,f,c,y,2021-09-24 23:55:10
1558146,m,y,INFP,1664410,f,n,ISTJ,f,s,y,2021-09-22 23:50:22
1558146,m,y,INFP,1635561,f,n,ISFP,f,s,y,2021-09-25 01:51:17
1612956,m,y,INFJ,1494463,f,n,ESTP,f,s,y,2021-09-26 10:10:19
1612956,m,y,INFJ,1527031,f,n,INFP,f,s,y,2021-09-28 07:43:17
1612956,m,y,INFJ,1654207,f,n,INTJ,f,s,y,2021-09-22 07:25:38
1601120,m,y,ISTP,717331,f,n,ISFJ,f,c,n,2021-09-27 23:09:59
838025,m,y,ISFP,1647066,f,n,INFJ,f,s,y,2021-09-25 20:08:12
838025,m,y,ISFP,1397123,f,n,INFP,f,s,y,2021-09-09 23:03:01
1268465,m,y,INFP,1659530,f,n,ENFJ,f,c,y,2021-09-29 04:15:29
1268465,m,y,INFP,1521304,f,n,INFJ,f,c,y,2021-09-26 20:24:54
1268465,m,y,INFP,1595835,f,n,INFP,f,c,y,2021-09-25 08:35:00
1063908,m,y,ESFP,1597291,f,n,ESFP,f,c,y,2021-09-23 22:00:48
1267254,m,y,ENTJ,1644399,f,n,ISFP,f,s,y,2021-09-29 23:02:28
1267254,m,y,ENTJ,1397123,f,n,INFP,f,s,y,2021-09-15 23:24:09
1267254,m,y,ENTJ,1597637,f,n,ENFJ,f,s,y,2021-09-15 22:57:12
1656992,m,y,ENFJ,1663550,f,n,ENFP,f,s,y,2021-09-24 22:40:32
726670,f,y,INFP,1664923,m,n,INFP,f,s,y,2021-09-22 16:03:03
1629142,f,y,INFP,1035421,m,n,ISTP,f,c,y,2021-09-28 12:09:32
1629142,f,y,INFP,1277912,m,n,ISFP,f,c,y,2021-09-25 19:29:05
1629142,f,y,INFP,1296090,m,n,ENFJ,f,s,y,2021-09-26 21:00:46
1629142,f,y,INFP,1653480,m,n,ESFP,f,c,n,2021-09-29 22:01:11
1629142,f,y,INFP,1602747,m,n,INFJ,f,s,y,2021-09-07 22:53:22
1573993,m,y,ENFP,1644929,f,n,INTP,f,s,y,2021-09-19 18:46:28
1573993,m,y,ENFP,1037513,f,n,INFJ,f,s,y,2021-09-20 22:58:04
1630110,m,y,ESFJ,1644929,f,n,INTP,f,s,y,2021-09-22 12:19:26
1609704,m,y,ESTP,1667856,f,n,INTP,f,c,y,2021-09-25 18:43:52
1609704,m,y,ESTP,1648601,f,n,ESFP,f,s,y,2021-09-01 08:32:08
861019,m,y,ENFJ,1668822,f,n,ISTP,f,c,y,2021-09-26 20:51:13
856345,m,y,ESFJ,1668822,f,n,ISTP,f,c,y,2021-09-27 10:01:40
1493184,m,y,ENTP,1650613,f,n,ISFP,f,s,y,2021-09-04 11:46:29
1547800,m,y,INTP,1650613,f,n,ISFP,f,s,y,2021-09-05 19:55:57
1551920,m,y,ISTP,1650613,f,n,ISFP,f,s,y,2021-09-04 22:22:37
1665066,m,y,ESFJ,1420920,f,n,INFJ,f,s,y,2021-09-24 22:09:25
1665066,m,y,ESFJ,1632766,f,n,ENFP,f,c,y,2021-09-24 23:56:54
1665066,m,y,ESFJ,1321664,f,n,ISFP,f,c,n,2021-09-24 21:43:08
1659151,m,y,ESTJ,1649696,f,n,ISFP,f,s,y,2021-09-29 12:58:19
1619502,m,y,ENFP,1649696,f,n,ISFP,f,s,y,2021-09-02 21:05:08
1619502,m,y,ENFP,1657345,f,n,INFP,f,s,y,2021-09-12 17:21:45
1607455,m,y,ISTJ,1649696,f,n,ISFP,f,s,y,2021-09-04 21:57:33
1607455,m,y,ISTJ,1636059,f,n,ENFP,f,s,y,2021-09-04 21:47:00
1607455,m,y,ISTJ,1174612,f,n,ENFP,f,s,y,2021-09-04 21:46:00
1607455,m,y,ISTJ,776130,f,n,INFP,f,s,y,2021-09-04 21:45:03
1607455,m,y,ISTJ,1576517,f,n,INFP,f,s,y,2021-09-04 21:46:31
1607455,m,y,ISTJ,1565894,f,n,ENFJ,f,s,y,2021-09-04 21:45:26
557055,m,y,INFJ,1562064,f,n,INTJ,f,c,n,2021-09-28 14:31:48
557055,m,y,INFJ,1499670,f,n,ENFP,f,s,y,2021-09-04 09:30:34
1647678,m,y,ENTJ,1624840,f,n,ESTP,f,s,y,2021-08-31 21:11:51
1578982,m,y,ESFJ,969205,f,y,ENFP,i,s,y,2021-09-14 08:52:19
1671519,m,y,ENFP,969205,f,n,ENFP,f,c,n,2021-09-29 23:47:07
1528637,m,y,INFP,1551921,f,n,INFP,f,s,y,2021-09-12 03:38:58
1666988,m,y,ESFJ,1247207,f,n,INFP,f,c,y,2021-09-27 08:16:55
1637287,f,y,ESFJ,1471580,m,n,ESFP,f,s,y,2021-09-05 11:12:20
1651471,m,y,INFP,1649942,f,n,ESTJ,f,s,n,2021-09-05 04:05:54
1452847,m,y,ISFP,1670977,f,n,ISFP,f,c,y,2021-09-29 20:54:41
1666752,m,y,INTJ,1635477,f,n,ISFP,f,c,y,2021-09-24 11:08:28
754357,m,y,ESFJ,1504558,f,n,ISFJ,f,s,y,2021-09-28 19:00:22
754357,m,y,ESFJ,1652448,f,n,ISFJ,f,s,y,2021-09-28 12:34:59
1639492,m,y,INFJ,1213360,f,n,ESFJ,f,c,y,2021-09-23 18:54:19
1501869,m,y,ESFP,1666033,f,n,ENTP,f,c,y,2021-09-23 17:59:43
496265,m,y,ENFP,1668365,f,n,INTP,f,c,y,2021-09-26 19:10:28
1626291,f,y,ISFP,1479252,m,y,INFP,i,s,y,2021-08-23 08:00:37
1636451,f,y,ISFJ,1196147,m,y,ISFP,i,s,y,2021-09-18 23:33:52
1538171,m,y,INFP,1643926,f,n,INFP,f,s,n,2021-09-18 15:16:57
1498732,m,y,INFJ,1638189,f,n,ESFJ,f,c,n,2021-09-27 20:21:40
1647394,m,y,ENTP,642588,f,n,ISTP,f,s,n,2021-09-23 21:38:41
1662680,m,y,ESFJ,1481149,f,n,ISFP,f,c,y,2021-09-29 04:50:21
1660727,m,y,ENFP,1633171,f,n,INFJ,f,c,y,2021-09-26 21:13:29
1660727,m,y,ENFP,1343844,f,n,INFP,f,c,y,2021-09-26 20:08:44
1134986,f,y,ISFP,1343421,m,n,ISFP,f,s,y,2021-09-26 22:11:43
1134986,f,y,ISFP,1524029,m,n,ISTP,f,s,y,2021-09-27 01:30:48
1134986,f,y,ISFP,1457316,m,n,ISTP,f,s,y,2021-09-06 12:52:14
1134986,f,y,ISFP,1532984,m,n,ISFP,f,s,y,2021-09-10 14:35:57
1417333,m,y,ESFP,1565085,f,n,INFP,f,s,y,2021-09-05 01:04:11
1662502,m,y,ESFJ,451645,f,n,ENTP,f,s,y,2021-09-19 11:58:34
1662502,m,y,ESFJ,1498170,f,n,INFJ,f,s,y,2021-09-19 17:40:33
1662502,m,y,ESFJ,1594006,f,n,ESTP,f,s,y,2021-09-27 22:20:34
1662502,m,y,ESFJ,886149,f,n,ISFP,f,c,n,2021-09-27 22:20:15
1665422,m,y,ENFP,1662540,f,n,INFP,f,c,y,2021-09-25 23:02:37
1598199,m,y,ENFP,1662540,f,n,INFP,f,c,y,2021-09-29 06:50:15
1598199,m,y,ENFP,1611460,f,n,INTP,f,s,y,2021-09-05 12:59:17
1526206,m,y,INTP,1662540,f,n,INFP,f,c,y,2021-09-26 10:55:21
1667745,m,y,INFP,1644248,f,n,ENFP,f,c,y,2021-09-26 14:18:29
1667745,m,y,INFP,1491283,f,n,ENFP,f,c,y,2021-09-26 18:28:03
831464,m,y,INFP,595272,f,n,INFJ,f,s,n,2021-09-20 19:52:59
831464,m,y,INFP,1648628,f,n,INTP,f,s,y,2021-09-05 08:46:00
888087,m,y,ENFJ,595272,f,n,INFJ,f,s,y,2021-09-17 15:45:27
1006342,m,y,INTP,595272,f,n,INFJ,f,c,n,2021-09-26 18:57:21
1454159,m,y,ESFP,759289,f,y,INTP,i,s,y,2021-09-27 19:43:07
1552658,m,y,ENFP,1550159,f,n,INFJ,f,c,y,2021-09-26 11:30:41
1655036,f,y,INFP,1666450,m,n,ENFJ,f,s,y,2021-09-24 13:40:36
1655036,f,y,INFP,1666709,m,n,ISFJ,f,s,y,2021-09-24 13:37:24
1655036,f,y,INFP,1589227,m,n,ISFJ,f,s,y,2021-09-24 13:32:26
1655036,f,y,INFP,1566516,m,n,INFP,f,s,y,2021-09-24 13:19:47
1655036,f,y,INFP,1666815,m,n,ISFP,f,s,y,2021-09-24 13:35:08
228417,m,y,INFP,1610994,f,n,ISFP,f,s,y,2021-09-03 06:24:02
1660838,m,y,ESFJ,1605173,f,n,ISFP,f,s,y,2021-09-18 07:00:59
1660838,m,y,ESFJ,1489189,f,n,ISFP,f,s,y,2021-09-19 13:24:34
1660838,m,y,ESFJ,1643407,f,y,ISFP,i,s,y,2021-09-17 04:27:42
1670378,m,y,ENTJ,1614704,f,n,INTJ,f,c,y,2021-09-28 20:49:50
1377151,m,y,ENTP,1630715,f,n,INFP,f,s,y,2021-09-14 20:19:38
1633394,m,y,INFP,1624056,f,n,INFP,f,s,n,2021-09-09 07:21:42
1660667,m,y,INTJ,1469011,f,n,ENTP,f,c,y,2021-09-25 01:50:06
1660667,m,y,INTJ,1233121,f,n,INTP,f,s,n,2021-09-18 21:05:20
1660667,m,y,INTJ,1110928,f,n,ESFP,f,s,y,2021-09-18 21:02:21
1099491,m,y,ISFP,1519531,f,n,ESFJ,f,c,y,2021-09-28 23:16:26
1090355,m,y,ISFJ,1519531,f,n,ESFJ,f,s,y,2021-09-18 21:08:56
1090355,m,y,ISFJ,1008907,f,n,INTJ,f,s,y,2021-09-17 20:09:27
793015,m,y,INTP,1617985,f,n,INTJ,f,s,y,2021-09-07 00:33:02
1619629,f,y,ENFJ,1524029,m,n,ISTP,f,c,y,2021-09-23 23:21:44
1619629,f,y,ENFJ,1618977,m,n,ENFP,f,c,y,2021-09-24 20:42:59
1262433,m,y,INFJ,1667944,f,n,ISFJ,f,c,y,2021-09-28 01:45:38
1653543,f,y,ESFP,1658084,m,n,ISFP,f,s,y,2021-09-14 07:33:11
1653543,f,y,ESFP,1644202,m,n,ISFP,f,s,y,2021-09-15 02:13:50
1093282,m,y,INFJ,1653927,f,n,INFP,f,s,y,2021-09-08 07:58:14
468125,m,y,ISFJ,1429117,f,n,ISTJ,f,c,y,2021-09-28 22:10:12
1589203,f,y,ESFP,1141859,m,n,ISFJ,f,s,y,2021-09-21 20:48:22
1589203,f,y,ESFP,36895,m,n,ESFP,f,s,n,2021-09-21 20:21:40
1589203,f,y,ESFP,913430,m,n,ISFP,f,s,y,2021-09-15 15:08:27
1554089,m,y,ENTP,1579449,f,n,INFP,f,s,y,2021-09-01 23:37:37
1662172,f,y,INFP,459108,m,n,ISFJ,f,s,y,2021-09-23 12:07:17
1210368,m,y,ISFJ,1584362,f,n,INTP,f,c,y,2021-09-27 16:30:50
1487049,m,y,ENTJ,1584362,f,n,INTP,f,s,y,2021-09-03 14:08:51
1657891,m,y,ESTP,1562203,f,n,ISFP,f,s,y,2021-09-27 05:44:53
1657891,m,y,ESTP,864572,f,n,ENFJ,f,c,n,2021-09-28 14:36:18
1019367,m,y,INTP,1668924,f,n,ISFJ,f,c,y,2021-09-26 21:31:53
1019367,m,y,INTP,1025840,f,n,INFJ,f,c,n,2021-09-30 01:43:18
1218199,m,y,ISFP,1654562,f,n,ESFJ,f,s,y,2021-09-11 20:32:53
1218199,m,y,ISFP,1655501,f,n,ESFJ,f,s,y,2021-09-11 19:49:29
1218199,m,y,ISFP,1586857,f,n,ESFP,f,s,y,2021-09-13 07:23:38
1161275,m,y,INFP,1670529,f,n,ISFP,f,c,y,2021-09-28 22:57:57
1663851,m,y,ESTJ,1448379,f,n,INFP,f,s,y,2021-09-21 15:56:19
1657989,m,y,INFJ,1661700,f,n,ESTP,f,c,y,2021-09-28 21:09:33
459108,m,y,ISFJ,1662172,f,n,INFP,f,c,y,2021-09-23 16:40:45
1490765,m,y,ENFP,1133431,f,n,ENFP,f,c,y,2021-09-24 20:16:41
754316,m,y,INFP,1669362,f,n,ESFJ,f,s,y,2021-09-27 19:18:11
912951,m,y,ENFP,1569937,f,n,INFP,f,s,y,2021-09-07 19:34:34
219034,m,y,INFP,1569937,f,n,INFP,f,s,y,2021-09-14 18:42:59
1660870,m,y,INTP,1083428,f,n,ESFJ,f,s,y,2021-09-17 02:56:00
1653409,m,y,ESFJ,1653773,f,n,INFJ,f,s,y,2021-09-08 03:29:11
1653409,m,y,ESFJ,1560131,f,n,ENFJ,f,s,y,2021-09-07 20:00:09
1660516,f,y,ENFP,1590565,m,n,INTP,f,s,y,2021-09-27 14:58:48
1668597,m,y,ISFJ,1250003,f,n,ISFP,f,c,y,2021-09-29 20:12:41
1630500,f,y,ISFP,1364544,m,n,ISFP,f,s,y,2021-09-21 17:52:31
1630500,f,y,ISFP,1298415,m,n,INFP,f,s,y,2021-09-16 20:55:55
1488495,f,y,INTJ,1640431,m,n,INFP,f,s,y,2021-09-01 19:12:17
1488495,f,y,INTJ,1637097,m,n,ESFP,f,s,y,2021-09-07 21:48:08
1593380,m,y,ISFP,1594601,f,n,ISFP,f,c,y,2021-09-26 12:11:41
1656072,m,y,ISTJ,1660881,f,n,ISFP,f,s,y,2021-09-17 12:38:49
1516213,m,y,ISFP,1660881,f,n,ISFP,f,s,y,2021-09-21 20:03:59
1596528,m,y,INFJ,1660881,f,n,ISFP,f,s,y,2021-09-17 15:39:53
1233681,m,y,INFP,1660881,f,n,ISFP,f,s,y,2021-09-17 18:23:54
1429991,m,y,ESFP,1660881,f,n,ISFP,f,c,n,2021-09-30 00:53:10
1338459,m,y,ESFJ,1660881,f,n,ISFP,f,c,y,2021-09-24 01:00:32
1374625,m,y,ESFP,1293874,f,n,ISTP,f,s,y,2021-09-06 19:53:16
1094097,m,y,ISFJ,482791,f,n,ISFJ,f,s,y,2021-09-29 15:57:36
1666575,f,y,ISFP,1659408,m,n,INFP,f,c,y,2021-09-26 14:22:56
1288462,f,y,ESFP,1659408,m,n,INFP,f,c,y,2021-09-24 17:58:06
1636647,m,y,ISFP,1174612,f,n,ENFP,f,c,y,2021-09-24 21:48:58
1650994,m,y,ENFP,1515713,f,n,ISFJ,f,s,n,2021-09-05 23:02:33
1650994,m,y,ENFP,1418044,f,n,ENFP,f,s,y,2021-09-12 14:20:35
1641730,m,y,ENFJ,1515713,f,n,ISFJ,f,c,n,2021-09-26 20:23:59
1641730,m,y,ENFJ,1302875,f,n,ENFP,f,s,n,2021-09-29 14:52:47
1667225,m,y,ENFP,1585466,f,n,ESFJ,f,c,y,2021-09-27 01:27:21
1607987,m,y,ENFJ,1657897,f,n,ISFP,f,c,y,2021-09-28 17:25:19
1275264,m,y,ENFP,1514520,f,n,INFP,f,s,n,2021-09-25 12:13:34
1093740,m,y,ESTP,1666314,f,n,ISFP,f,c,y,2021-09-24 00:49:57
1093740,m,y,ESTP,1665581,f,n,ESFJ,f,c,y,2021-09-25 21:23:33
1664780,f,y,ENFP,1452847,m,n,ISFP,f,s,y,2021-09-22 17:14:30
1664780,f,y,ENFP,1453658,m,n,ISFP,f,s,y,2021-09-22 03:50:50
1664780,f,y,ENFP,956140,m,y,INFJ,i,s,y,2021-09-23 08:15:28
1665890,m,y,ESTP,1390149,f,n,ISFP,f,c,n,2021-09-28 10:11:26
1665890,m,y,ESTP,1630594,f,n,INFP,f,c,n,2021-09-28 01:27:10
1665890,m,y,ESTP,942781,f,n,ISTJ,f,c,y,2021-09-28 07:12:07
1641856,m,y,ENFP,1650624,f,n,INFP,f,c,n,2021-09-24 00:54:44
1658146,m,y,INFJ,1630025,f,n,ISTJ,f,c,n,2021-09-26 22:16:35
1043453,m,y,ENFJ,1630025,f,n,ISTJ,f,c,n,2021-09-28 19:00:24
1495496,m,y,ISTP,1670124,f,n,ENFP,f,s,y,2021-09-29 17:34:30
1561471,m,y,INFJ,1665581,f,n,ESFJ,f,c,n,2021-09-29 13:47:13
1533931,m,y,ISTP,1646675,f,n,INFP,f,c,y,2021-09-24 22:38:36
655734,m,y,ENFJ,737694,f,n,ISFJ,f,c,y,2021-09-25 00:34:09
541231,m,y,ENTP,1452987,f,n,ISFP,f,c,y,2021-09-23 22:21:11
1597089,m,y,ESFP,1573146,f,n,ISFJ,f,c,y,2021-09-24 17:42:07
1399128,m,y,ESFP,1654190,f,n,ENTJ,f,c,y,2021-09-23 19:24:37
1003311,m,y,INFP,1654190,f,n,ENTJ,f,c,y,2021-09-25 21:56:19
91413,m,y,ENFP,1591613,f,n,ENTP,f,c,y,2021-09-28 00:30:25
1615853,m,y,ESFJ,1577387,f,n,ISFJ,f,s,y,2021-09-23 22:14:53
1058337,m,y,INFP,1666472,f,n,INFJ,f,c,y,2021-09-26 16:33:11
1102354,m,y,ESFP,1661632,f,n,ESFJ,f,c,y,2021-09-26 08:51:49
1561947,m,y,ISTP,1299351,f,n,INFP,f,s,y,2021-09-04 22:09:37
1654207,f,y,INTJ,1453658,m,n,ISFP,f,c,y,2021-09-24 00:22:41
1654207,f,y,INTJ,921563,m,n,ISFP,f,c,y,2021-09-24 13:45:15
1654207,f,y,INTJ,1590725,m,n,INFP,f,c,y,2021-09-23 19:22:43
1546506,m,y,INFP,1655801,f,n,INFJ,f,s,y,2021-09-29 20:40:15
1234004,m,y,INFP,1668163,f,n,ISFJ,f,c,y,2021-09-26 15:59:18
1666501,m,y,INFJ,1668163,f,n,ISFJ,f,c,y,2021-09-26 03:56:43
356127,m,y,INTP,1668163,f,n,ISFJ,f,c,y,2021-09-28 00:22:03
1475398,m,y,ENFP,1669738,f,n,ENTJ,f,c,y,2021-09-27 22:58:23
1475398,m,y,ENFP,1670857,f,n,ISTJ,f,c,y,2021-09-29 19:28:11
1529126,m,y,INFJ,1557691,f,n,ENTJ,f,c,y,2021-09-24 17:01:52
1657339,f,y,ISFJ,1597413,m,n,ISFJ,f,c,y,2021-09-29 20:53:40
1002433,m,y,ESFP,1437404,f,n,INFJ,f,s,y,2021-09-18 01:01:10
608685,m,y,INFP,1437404,f,n,INFJ,f,s,y,2021-09-01 23:37:39
1659110,m,y,INFP,1203321,f,n,ESTJ,f,s,y,2021-09-15 21:28:19
1653187,m,y,ISFP,1471733,f,n,ESFJ,f,s,y,2021-09-07 06:52:02
1463014,m,y,INFP,1653240,f,n,ISTP,f,c,y,2021-09-26 15:38:56
1614742,m,y,INFJ,1663287,f,n,INFP,f,c,n,2021-09-26 23:46:47
