mem_no,mem_sex,acpt_yn,mem_mbti_code,ptr_mem_no,ptr_mem_sex,ptr_acpt_yn,ptr_mbti_code,open_slct,want_slct,read_yn,ins_date
736146,m,y,ISFJ,1663287,f,n,INFP,f,s,y,2021-09-20 15:57:39
1595889,m,y,ESFP,1663287,f,n,INFP,f,s,y,2021-09-21 15:18:07
1630244,m,y,ISTP,1663287,f,n,INFP,f,s,y,2021-09-22 13:19:35
1658514,m,y,ENTJ,1663287,f,n,INFP,f,s,y,2021-09-20 10:43:27
1497367,m,y,INFP,1245732,f,n,INFJ,f,s,n,2021-09-28 19:27:23
1497367,m,y,INFP,1517896,f,n,INFJ,f,s,y,2021-09-06 22:23:11
1497367,m,y,INFP,1670348,f,n,ENFP,f,s,y,2021-09-29 18:28:58
1497367,m,y,INFP,1655309,f,n,INTP,f,s,y,2021-09-09 23:26:11
1326810,m,y,ISFP,1463603,f,n,ISFJ,f,s,y,2021-09-23 20:15:33
1500819,m,y,INFJ,1667996,f,n,ENFP,f,c,y,2021-09-25 23:19:47
1500819,m,y,INFJ,1617776,f,n,ENFJ,f,c,y,2021-09-25 23:18:10
1648580,m,y,ISFP,1648702,f,n,INTP,f,s,y,2021-09-04 23:16:37
1655424,f,y,ISFP,681556,m,n,ISFJ,f,s,y,2021-09-10 17:32:52
1655424,f,y,ISFP,1603691,m,n,ESTJ,f,s,y,2021-09-17 22:43:41
1512101,m,y,ISFP,1578829,f,n,INFJ,f,s,y,2021-09-11 00:55:25
1009235,f,y,ESFP,1654450,m,n,ISTJ,f,s,y,2021-09-09 10:10:24
1474195,m,y,ESFJ,1611036,f,n,INTP,f,c,n,2021-09-26 02:42:17
1666937,m,y,ENFJ,1102237,f,n,ISFJ,f,c,y,2021-09-28 15:33:53
1055984,m,y,ESFP,1270781,f,n,INFP,f,s,y,2021-09-26 00:39:52
147298,m,y,INFP,1574128,f,n,INTP,f,s,y,2021-09-07 23:24:06
147298,m,y,INFP,1541518,f,y,INFP,i,s,y,2021-09-20 09:23:16
1585773,f,y,ESTJ,1658167,m,n,INFP,f,s,y,2021-09-13 21:22:48
1537886,m,y,INTP,1630401,f,n,ISFP,f,c,y,2021-09-24 18:25:15
1234730,m,y,INFJ,1670328,f,n,INFP,f,c,y,2021-09-29 06:28:14
1092620,m,y,ENFP,1647053,f,n,ENFP,f,c,y,2021-09-23 23:44:45
628614,m,y,ISFJ,1647053,f,n,ENFP,f,c,y,2021-09-27 20:21:36
1279067,m,y,ISFJ,1640671,f,n,INFP,f,c,y,2021-09-26 20:32:16
1665842,m,y,INTJ,741129,f,n,ISTJ,f,c,n,2021-09-25 20:31:08
1665842,m,y,INTJ,1565765,f,n,ISFP,f,c,n,2021-09-23 13:18:47
300127,m,y,ENFJ,1646649,f,n,INTJ,f,s,y,2021-08-31 10:26:40
1639253,m,y,ESTJ,1507474,f,n,INFP,f,c,n,2021-09-27 23:55:04
1670342,m,y,ESFJ,1631685,f,n,INTP,f,s,y,2021-09-28 22:34:25
995825,m,y,ISTP,1666307,f,n,INFP,f,c,y,2021-09-27 03:24:48
855029,m,y,INFJ,1670348,f,n,ENFP,f,c,y,2021-09-29 23:29:54
1511229,m,y,INFJ,1347455,f,n,ISTP,f,s,y,2021-09-20 21:32:01
1506962,m,y,ENFP,1646942,f,n,ENFP,f,s,y,2021-09-01 13:22:24
1664612,f,y,ISTJ,1254306,m,n,ENFJ,f,s,y,2021-09-21 23:28:52
1664612,f,y,ISTJ,1634531,m,n,INFP,f,s,y,2021-09-22 09:35:16
1666608,m,y,INTP,1033677,f,n,ESFJ,f,c,y,2021-09-25 09:44:55
1328657,m,y,ESFP,1184578,f,n,ENTJ,f,c,y,2021-09-23 20:49:38
1600453,m,y,INFP,1613378,f,n,ISFP,f,s,y,2021-09-27 17:59:20
1600453,m,y,INFP,1548255,f,n,ESFP,f,s,y,2021-09-09 09:01:17
1577081,f,y,INFP,1593380,m,n,ISFP,f,s,y,2021-09-20 08:45:06
1664046,m,y,INFP,1660808,f,n,ENFP,f,c,n,2021-09-26 23:58:53
1592987,m,y,ENTJ,1389856,f,n,INFJ,f,s,y,2021-09-05 15:57:56
1281046,m,y,ISFJ,1594610,f,n,INFP,f,c,y,2021-09-24 17:20:30
1654222,m,y,ISFJ,1594610,f,n,INFP,f,s,y,2021-09-15 11:37:49
1416710,m,y,ISTP,1642606,f,n,ESFP,f,c,y,2021-09-26 02:53:14
1551293,m,y,INFP,1642606,f,n,ESFP,f,s,y,2021-09-01 15:53:27
1551293,m,y,INFP,1648812,f,n,ENFP,f,s,y,2021-09-02 17:11:18
1657821,f,y,ISFJ,677304,m,n,INFP,f,s,y,2021-09-23 15:30:48
1647726,m,y,INTJ,1594369,f,n,ISFP,f,c,n,2021-09-27 20:41:50
1188115,m,y,INFP,1090901,f,n,ISFP,f,s,y,2021-09-22 21:53:06
1660715,m,y,INTP,1153004,f,n,INTP,f,s,y,2021-09-23 21:14:36
1369994,m,y,INFJ,1299820,f,n,INFJ,f,s,n,2021-09-05 10:52:56
1247740,m,y,INFJ,1571201,f,n,ISFP,f,s,y,2021-09-23 13:05:44
1645532,m,y,INFJ,1663616,f,n,ESFP,f,s,y,2021-09-20 20:04:33
1645532,m,y,INFJ,1663401,f,n,INFP,f,s,y,2021-09-20 16:12:36
1645532,m,y,INFJ,1297613,f,n,ISFP,f,s,n,2021-09-12 22:49:12
1535569,m,y,ISFP,1663616,f,n,ESFP,f,c,y,2021-09-25 09:30:29
1535569,m,y,ISFP,1191291,f,n,ESFJ,f,c,y,2021-09-26 00:19:49
1577441,m,y,ISFP,1663616,f,n,ESFP,f,s,y,2021-09-26 07:39:48
1176689,m,y,INTP,1665800,f,n,ISTJ,f,c,y,2021-09-23 15:00:57
1590565,m,y,INTP,1660516,f,n,ENFP,f,c,y,2021-09-27 15:48:39
592680,m,y,ISTP,1642981,f,n,ISFJ,f,c,y,2021-09-25 08:47:49
1083560,m,y,INFP,1599651,f,n,ISTP,f,c,y,2021-09-28 01:56:27
149611,m,y,INTP,1650159,f,n,INFJ,f,c,y,2021-09-26 09:10:06
1272363,m,y,INFP,1663100,f,n,INFP,f,c,n,2021-09-28 20:14:29
1536274,m,y,ESFP,1609450,f,n,INFJ,f,s,y,2021-09-12 05:31:12
1536274,m,y,ESFP,1271286,f,n,ESFJ,f,c,y,2021-09-25 09:49:04
1448275,m,y,ENFP,940747,f,n,INTJ,f,c,y,2021-09-23 23:11:14
1603640,m,y,INFJ,1601497,f,y,ISFP,i,s,y,2021-09-26 12:27:57
1609540,m,y,ENFP,1581047,f,n,ENFP,f,s,y,2021-09-11 21:04:42
1665888,m,y,INFP,1446419,f,n,ENFP,f,c,y,2021-09-26 22:56:37
1665888,m,y,INFP,1592784,f,n,INFP,f,c,y,2021-09-29 21:46:08
864360,m,y,ESTJ,1087111,f,n,ENFJ,f,c,y,2021-09-26 00:08:25
1445515,m,y,INFP,675004,f,n,ISTP,f,c,n,2021-09-23 16:08:12
1571764,m,y,ISFP,1509779,f,n,ISFP,f,c,n,2021-09-26 00:10:34
982852,m,y,ISFP,1509779,f,n,ISFP,f,s,n,2021-09-29 20:04:00
1670971,m,y,INTJ,1663349,f,n,INFP,f,c,n,2021-09-29 18:31:23
1597522,m,y,ENFP,1593080,f,n,INFJ,f,c,n,2021-09-29 21:42:56
1640670,f,y,ENFP,1670767,m,n,INFP,f,c,y,2021-09-29 22:28:09
1590119,m,y,ENFJ,1574661,f,n,INTJ,f,s,y,2021-09-22 02:06:13
1396588,m,y,INTP,1192341,f,n,INFJ,f,c,n,2021-09-29 18:38:55
1396588,m,y,INTP,835730,f,n,ESFP,f,s,n,2021-09-17 15:24:10
1396588,m,y,INTP,1161206,f,n,INTP,f,s,y,2021-09-17 19:47:42
1396588,m,y,INTP,1621032,f,n,ENFP,f,s,y,2021-09-17 19:50:03
1396588,m,y,INTP,998746,f,n,ISFP,f,s,n,2021-09-17 19:50:33
1667075,m,y,INFP,890128,f,n,INFP,f,c,y,2021-09-24 21:56:34
1425509,m,y,INFJ,890128,f,n,INFP,f,s,y,2021-09-21 17:46:11
887598,m,y,ISFJ,1661994,f,n,INFP,f,c,y,2021-09-26 14:15:38
1644202,m,y,ISFP,1651259,f,n,INFP,f,s,y,2021-09-16 15:51:22
1656759,m,y,ISFJ,1643237,f,n,ISFJ,f,s,y,2021-09-26 22:42:42
1656759,m,y,ISFJ,853343,f,n,ISFJ,f,c,n,2021-09-26 22:54:02
1643641,m,y,ISTJ,1372706,f,n,INFJ,f,s,y,2021-09-22 11:17:15
1609270,f,y,ESFP,1597427,m,n,ISFP,f,s,y,2021-09-28 21:00:15
789918,m,y,ISFJ,1418044,f,n,ENFP,f,s,y,2021-09-22 23:35:34
1657452,m,y,ISTP,1129442,f,n,ESFP,f,c,y,2021-09-27 22:30:15
1655709,m,y,ISFP,547704,f,n,ISFP,f,s,y,2021-09-14 08:43:51
1654474,m,y,INFJ,1670857,f,n,ISTJ,f,c,y,2021-09-29 16:33:14
1654474,m,y,INFJ,1290058,f,n,INFJ,f,s,n,2021-09-18 14:32:00
1657086,f,y,ISFP,1279138,m,n,ISFP,f,c,y,2021-09-25 23:08:00
1407175,m,y,ISFP,1092275,f,n,ISFP,f,c,y,2021-09-24 09:47:00
1645695,f,y,ESTJ,1655295,m,n,INFJ,f,s,y,2021-09-09 23:05:50
1633715,m,y,INFP,1667490,f,n,ISFP,f,c,y,2021-09-25 09:27:56
996007,m,y,INFP,1662704,f,n,ENTJ,f,c,y,2021-09-26 21:09:00
1655614,m,y,ENFP,1629956,f,y,INFJ,i,s,y,2021-09-19 16:30:31
1503213,f,y,INFP,1483207,m,n,ISFP,f,c,y,2021-09-28 22:41:35
1503213,f,y,INFP,1665816,m,n,INFP,f,c,y,2021-09-25 09:18:01
898935,m,y,ESTP,1582903,f,n,ENFJ,f,c,n,2021-09-26 08:08:40
1468375,f,y,ISFJ,1634961,m,n,ESTP,f,s,y,2021-09-11 10:33:03
1592466,m,y,INFP,1647127,f,n,ESTJ,f,s,y,2021-08-31 08:25:51
1117888,m,y,INFP,1660190,f,n,INFJ,f,c,y,2021-09-23 12:47:29
1117888,m,y,INFP,1606194,f,n,ENTJ,f,c,n,2021-09-29 08:21:10
1655445,f,y,ISFP,1407208,m,n,ESFJ,f,c,y,2021-09-26 07:35:58
1553311,m,y,INFP,1272684,f,n,ESFP,f,c,n,2021-09-29 02:07:40
1149305,m,y,INFJ,1574574,f,y,ISFP,f,s,y,2021-09-20 15:10:08
1390765,m,y,ISTP,1596282,f,n,INFP,f,s,y,2021-09-04 11:19:55
969205,f,y,ENFP,1671519,m,n,ENFP,f,s,y,2021-09-29 23:45:04
68018,m,y,ENFJ,1459360,f,n,ISFP,f,s,n,2021-09-29 17:26:37
875469,f,y,ISTJ,1490112,m,n,INTP,f,c,y,2021-09-26 13:14:56
1510348,m,y,INFP,1463972,f,n,INFP,f,s,y,2021-09-29 09:52:12
1654692,m,y,ISFP,491380,f,n,ISFP,f,s,y,2021-09-12 10:42:53
1319461,m,y,ESTP,1616079,f,n,INTP,f,c,y,2021-09-23 17:53:04
1645192,m,y,ISTJ,1459226,f,n,ISFP,f,c,y,2021-09-23 19:15:21
1425444,m,y,ISFP,1633701,f,n,INTP,f,s,y,2021-09-16 22:47:47
1648250,m,y,ISFJ,1588910,f,n,INFJ,f,c,n,2021-09-28 15:47:35
1653079,f,y,ENFP,1450421,m,n,ESFJ,f,s,y,2021-09-07 18:43:39
1189031,m,y,ESFP,1608172,f,n,ESFP,f,c,y,2021-09-28 09:35:59
1668470,m,y,INFJ,1667864,f,n,ENTP,f,c,y,2021-09-26 17:42:36
1668470,m,y,INFJ,1664259,f,n,INFP,f,c,y,2021-09-28 20:57:19
1049725,m,y,ENFJ,1547086,f,n,INTP,f,c,y,2021-09-29 13:09:09
1321258,f,y,INTJ,1515764,m,n,ESFJ,f,c,y,2021-09-28 06:09:18
999119,f,y,ENTJ,1656389,m,n,ESFJ,f,s,y,2021-09-15 11:56:55
999119,f,y,ENTJ,1658772,m,n,ESTJ,f,s,y,2021-09-15 11:15:13
1641525,m,y,ISFP,1358280,f,n,ISFJ,f,c,n,2021-09-25 23:30:37
1634873,f,y,ESFP,1654396,m,n,ISFP,f,s,y,2021-09-09 17:48:49
583074,m,y,ESFP,1657810,f,n,ISFP,f,s,y,2021-09-26 18:50:26
1641056,m,y,INFP,1051661,f,n,INFP,f,s,y,2021-09-15 17:49:23
1351699,m,y,ENFP,1550898,f,n,INTP,f,c,y,2021-09-24 13:11:56
1668240,m,y,ISTP,1345286,f,n,ISFJ,f,c,y,2021-09-26 11:05:12
1633648,m,y,INFP,1515527,f,n,ENFP,f,s,y,2021-08-31 20:27:07
1667277,f,y,ESTJ,1560477,m,n,INFJ,f,s,y,2021-09-27 20:59:23
1667277,f,y,ESTJ,961990,m,n,ENFP,f,s,y,2021-09-25 13:32:32
1667277,f,y,ESTJ,883268,m,n,ISTJ,f,s,y,2021-09-26 09:48:44
713039,m,y,INFP,1357775,f,n,ISFP,f,c,y,2021-09-24 18:05:38
1482289,m,y,INFP,1661040,f,n,ENFP,f,c,n,2021-09-26 23:31:49
1078091,m,y,ESTP,1489189,f,n,ISFP,f,c,y,2021-09-28 08:11:07
1655295,m,y,INFJ,762431,f,n,ISFP,f,s,y,2021-09-10 00:39:32
1554680,f,y,ESFP,1615115,m,y,INFJ,i,s,y,2021-09-23 18:16:06
1624582,f,y,INTJ,227832,m,n,INFP,f,c,y,2021-09-28 22:22:06
1650426,f,y,ENFJ,1568590,m,n,INFP,f,s,y,2021-09-23 13:46:13
1645779,f,y,ESFP,316998,m,n,ENFJ,f,s,y,2021-09-29 00:43:34
1478222,f,y,INTP,1349461,m,n,INFP,f,s,y,2021-09-08 15:00:48
1410120,f,y,INFJ,1669131,m,n,ESFP,f,c,y,2021-09-27 17:12:59
1667413,m,y,INTP,1549476,f,n,ESFJ,f,c,n,2021-09-26 13:36:35
1657810,f,y,ISFP,1420185,m,y,ISFJ,i,s,y,2021-09-25 01:36:46
1657810,f,y,ISFP,1665908,m,n,ENFJ,f,s,y,2021-09-25 02:00:06
1647531,m,y,ISTJ,1574763,f,n,INFJ,f,s,y,2021-08-31 21:08:08
1650589,m,y,ISTJ,1574763,f,n,INFJ,f,s,y,2021-09-05 12:33:40
1646544,f,y,ISTP,855340,m,n,INFP,f,s,y,2021-09-25 20:02:27
1646544,f,y,ISTP,1661643,m,n,INTP,f,c,y,2021-09-23 23:05:14
1661570,f,y,ISFP,1281060,m,n,INFP,f,s,y,2021-09-22 21:02:20
1634575,m,y,ENFP,1513115,f,n,ISFP,f,s,y,2021-09-04 18:59:55
1666920,m,y,INTP,1592854,f,n,ENFJ,f,c,y,2021-09-25 17:43:52
1666611,m,y,ESFP,1572301,f,n,ESTJ,f,c,y,2021-09-24 14:17:01
1419869,m,y,INFP,1567940,f,n,ISFJ,f,s,n,2021-09-29 19:30:29
1588175,m,y,ENFP,1556045,f,n,ESFP,f,c,y,2021-09-29 10:13:58
1652552,m,y,INFP,1616496,f,n,ESFJ,f,s,n,2021-09-11 15:29:29
1488426,f,y,ESTP,1622094,m,n,INFP,f,s,n,2021-09-20 21:30:24
1289200,f,y,ESFP,396494,m,n,INFP,f,s,y,2021-09-24 15:34:39
627327,m,y,ISFJ,1498028,f,n,ENFP,f,s,n,2021-09-27 13:55:24
1570270,m,y,INFP,1585775,f,n,ISFJ,f,s,y,2021-09-25 14:57:28
962365,f,y,ENFP,1643953,m,n,ESFJ,f,c,y,2021-09-28 22:35:03
1644636,f,y,ISTJ,1109518,m,n,ESTJ,f,c,y,2021-09-28 21:22:46
1668959,f,y,ISFP,1660071,m,n,INFP,f,c,y,2021-09-27 20:58:11
1572165,m,y,ENTP,1550651,f,n,INTP,f,c,y,2021-09-26 15:13:21
1215909,m,y,ENFP,1550651,f,n,INTP,f,s,y,2021-09-29 20:26:59
1623845,f,y,ENFJ,1669240,m,n,ENFP,f,s,y,2021-09-27 16:42:06
1099164,f,y,ESTP,1549975,m,n,INFP,f,s,y,2021-09-06 14:41:36
1646209,m,y,ENTP,1644636,f,n,ISTJ,f,s,y,2021-09-13 08:58:19
1471580,m,y,ESFP,513604,f,n,ENFJ,f,s,y,2021-09-12 13:08:03
1234768,m,y,ESFP,1649297,f,n,ESFP,f,s,n,2021-09-02 05:48:54
1285598,m,y,INFP,1650607,f,n,ENFJ,f,s,y,2021-09-04 07:57:44
1654639,m,y,ISFJ,936389,f,n,ISFP,f,s,y,2021-09-19 03:56:58
1376571,m,y,INFJ,1621892,f,n,ISTP,f,s,y,2021-09-02 22:01:51
847163,m,y,INTJ,1529213,f,n,ENFJ,f,c,y,2021-09-24 21:49:35
1484283,m,y,ENTJ,1652206,f,n,ISFP,f,c,y,2021-09-23 13:51:41
1613772,m,y,ESTP,1155590,f,n,ENFP,f,c,n,2021-09-27 20:08:24
1494017,m,y,ISFJ,1608463,f,n,ISFP,f,s,y,2021-09-26 03:10:52
1632389,m,y,INFP,1619516,f,n,ESFJ,f,s,y,2021-09-29 08:48:47
1641610,f,y,ISFP,450210,m,n,ISFJ,f,s,y,2021-09-27 06:16:27
1052385,m,y,INFP,1337673,f,n,ESTJ,f,s,n,2021-09-09 11:02:33
1667760,f,y,ENFP,1038309,m,n,INFP,f,c,y,2021-09-26 18:44:24
1260222,m,y,ISFP,1544026,f,n,ISFJ,f,c,n,2021-09-28 07:42:23
1660275,m,y,INFP,1385763,f,n,ENFP,f,s,y,2021-09-20 13:25:36
1633324,m,y,INFJ,1647523,f,n,ENTP,f,s,y,2021-09-08 07:15:38
1639067,m,y,ENFP,1666269,f,n,ESTP,f,c,y,2021-09-26 17:51:40
1667154,m,y,ISFP,1425721,f,n,INFP,f,c,n,2021-09-28 22:42:43
1093875,m,y,ENTJ,1468375,f,n,ISFJ,f,c,n,2021-09-30 01:45:06
1589431,m,y,INTJ,1617886,f,n,INFP,f,c,y,2021-09-25 13:21:04
1633025,m,y,ISTP,1183603,f,n,ENTJ,f,s,y,2021-09-05 00:18:09
1507842,m,y,INFJ,1485563,f,n,ENFJ,f,s,y,2021-09-28 06:39:23
1669421,m,y,ESFJ,1482639,f,n,INFP,f,c,y,2021-09-27 15:00:27
1646497,m,y,ENFJ,1482639,f,n,INFP,f,s,y,2021-09-28 08:26:18
1085266,m,y,ISFP,1324023,f,n,INFP,f,s,y,2021-09-19 14:21:54
1004751,m,y,ISFP,1528865,f,n,ENFJ,f,s,y,2021-09-15 15:25:59
1562237,f,y,ISTP,1643641,m,y,ISTJ,i,s,y,2021-09-15 15:17:04
1347455,f,y,ISTP,1141704,m,n,INFP,f,s,y,2021-09-16 16:25:44
661663,m,y,ISFP,1450689,f,n,ISFP,f,c,y,2021-09-26 13:15:58
1460026,m,y,ENFP,1450689,f,n,ISFP,f,c,y,2021-09-25 00:34:34
1653621,f,y,ESFP,1575434,m,n,INTJ,f,s,y,2021-09-20 23:54:03
1207999,m,y,INFP,1651981,f,n,INTP,f,c,y,2021-09-25 19:55:34
1506029,f,y,ISTP,1663710,m,n,INFJ,f,c,y,2021-09-26 07:18:17
1671415,m,y,ISFP,363492,f,n,ISFJ,f,c,n,2021-09-29 21:39:04
934658,m,y,ESFP,1541761,f,n,ISFJ,f,c,y,2021-09-25 20:42:02
1650324,f,y,INFP,1566583,m,n,ENFP,f,s,y,2021-09-16 16:19:19
1525283,m,y,ENFJ,1630584,f,n,INTP,f,s,y,2021-09-21 21:04:49
1147233,m,y,ENFJ,1454535,f,n,INFJ,f,s,y,2021-09-29 10:17:57
1466193,m,y,INFP,1504735,f,n,ISTP,f,s,y,2021-09-05 09:29:55
1558957,m,y,INFP,1502897,f,n,ENTJ,f,c,y,2021-09-24 22:29:48
1270732,f,y,ENTP,1440819,m,n,ENFP,f,s,y,2021-09-06 18:38:56
1010930,m,y,INFP,1278088,f,y,ESTJ,f,s,y,2021-09-05 14:38:19
1669725,m,y,ESFP,1593472,f,n,ISFP,f,c,y,2021-09-29 11:08:55
795341,m,y,INFJ,1668758,f,n,INTP,f,c,y,2021-09-29 15:13:19
1647604,f,y,ESFJ,1375200,m,n,ESFJ,f,s,y,2021-09-25 00:41:42
1651775,m,y,INTJ,1469513,f,n,ENFJ,f,s,n,2021-09-10 15:48:02
1398971,m,y,ENFP,1572566,f,n,ISFP,f,s,n,2021-09-05 20:19:53
1500443,m,y,INFJ,1621189,f,n,INFP,f,s,y,2021-09-12 05:42:54
1488177,m,y,ENFJ,1114113,f,n,ENFJ,f,s,y,2021-09-13 12:45:02
534923,m,y,ISFJ,1670739,f,n,INFP,f,c,y,2021-09-29 17:18:10
1637782,m,y,ISFP,1593140,f,n,ENFP,f,s,y,2021-09-01 23:00:40
1670647,m,y,ENFP,1670689,f,n,ENFP,f,c,n,2021-09-29 08:18:56
1084432,m,y,INFP,1653079,f,n,ENFP,f,c,y,2021-09-29 19:45:28
1577323,m,y,INFP,1570403,f,n,ENFP,f,s,y,2021-09-11 07:22:24
1650954,m,y,INFJ,1645470,f,n,ENFP,f,s,y,2021-09-15 09:34:52
1619351,f,y,INFP,1649195,m,n,INTP,f,s,y,2021-09-22 11:48:15
1636926,m,y,ENFP,1595949,f,n,ESFJ,f,s,y,2021-09-08 21:08:41
1457918,f,y,INFP,1489479,m,n,INFP,f,s,y,2021-09-24 19:43:36
320612,m,y,ENTP,1446907,f,n,ISTP,f,c,y,2021-09-27 22:27:19
1299514,m,y,INFP,1613301,f,n,ENFP,f,c,y,2021-09-24 09:26:37
1060234,f,y,ISTP,1382540,m,n,INFP,f,s,y,2021-09-21 12:52:40
1296090,m,y,ENFJ,1536588,f,n,ENFJ,f,c,y,2021-09-27 07:40:38
1027558,m,y,ESFJ,1568375,f,n,INFP,f,s,y,2021-09-26 00:14:50
1660292,m,y,INFP,1509878,f,n,INFP,f,c,y,2021-09-28 21:30:17
1485219,f,y,ENTJ,1080451,m,n,INFP,f,s,y,2021-09-30 00:30:44
1670270,m,y,ESFJ,1345654,f,n,ENFJ,f,c,n,2021-09-28 20:58:45
1560654,m,y,INFP,1602829,f,n,ESFP,f,c,y,2021-09-29 16:44:36
799363,f,y,INFJ,1545903,m,n,ISTP,f,s,y,2021-09-24 18:04:10
1288260,m,y,ESFJ,1592728,f,n,ISFP,f,c,n,2021-09-29 22:49:50
1661751,m,y,ENTJ,1667547,f,n,ENFJ,f,c,y,2021-09-25 11:28:21
